name,slug,description,price,stock,category_id,brand_id
"Wipro Vesta Electric Egg Boiler, 360 Watts, 3 Boiling Modes, Stainless Steel Body and Heating Plate, Boils up to 7 Eggs at a time, Automatic Shut Down, White, Standard (VB021070)",wipro-vesta-electric-egg-boiler-360-watts-3-boiling-modes-stainless-steel-body-and-heating-plate-boils-up-to-7-eggs-at-a-time-automatic-shut-down-white-standard-vb021070,"Wipro Vesta Electric Egg Boiler Machine boils 7 eggs at a time with easy and quick one-touch operation for a healthy and convenient breakfast in minutes|Wipro Vesta Egg Boiler comes with a stainless -steel heating plate, which evenly distributes heat to help you get perfectly boiled eggs within minutes|Boiling eggs in different modes is not easy as it soundsThis is the reason why Wipro Vesta Egg Boiler can easily boil eggs in three different modes- soft, hard and medium|Use the provided measuring cup to add water according to your preference and number of eggs you want|To avoid accidents or over boiling, Wipro Vesta Egg Boiler comes with a special feature which automatically shuts off after boiling eggs for the convenience of the users",315600,18,1,1
Philips Viva Collection HR1832/00 1.5-Litre400-Watt Juicer (Ink Black),philips-viva-collection-hr183200-15-litre400-watt-juicer-ink-black,"This product does not require installation. please contact brand customer care for any product related queires. Please contact_us on: [1800-102-2929]|Material housing: ABS Plastic and Material jug: PP Plastic|Material pulp container and pusher: ABS, SAN|Drip stop, compact design, QuickClean technology, smooth and easy to clean, Frequency: 50/60 Hz|Direct serve, QuickClean sieve and can see-through pulp container|Make up to 1.5 litre in one go|Integrated pulp container",1949700,50,5,2
Kitchenwell Multipurpose Portable Electronic Digital Weighing Scale Weight Machine | Weight Machine | 10 Kg,kitchenwell-multipurpose-portable-electronic-digital-weighing-scale-weight-machine-weight-machine-10-kg,"Package : 1 Weighing Scale|Easy To Use|Durable to use .|Convenient weighing unit switch, data lock . Over load indication, auto power off after 120 seconds without any operation. Easy to Use.|LCD back light, easy to read value at day and night",71700,88,3,1
"FIGMENT Handheld Milk Frother Rechargeable, 3-Speed Electric Frother for Coffee with 2 Whisks and Coffee Decoration Tool, Coffee Frother Mixer, CRESCENT ENTERPRISES VRW0.50BK (A1)",figment-handheld-milk-frother-rechargeable-3-speed-electric-frother-for-coffee-with-2-whisks-and-coffee-decoration-tool-coffee-frother-mixer-crescent-enterprises-vrw050bk-a1,"【Rechargeable Multi-Function Milk Frother】The Milk Frother comes with two Whisk-Heads attached to the handle - the Spring Whisk-Head is for making milk&coffee foam, the Balloon Whisk-Head is for beating eggs|【High Quality】The product is made of food-grade 304 stainless steel and ABS; The rechargeable built-in Lithium Battery is powerful and can help you make things faster and more efficient - You can make a full cup of milk foam in about 15 seconds|【Detachable Design】The two whisk-heads are detachable, so it is easy for you to change, clean and store|【One-Touch Operation and Three-Staged Speed】It is very easy for you to operate our Milk Frother: Just push the switch button once for stage 1 - low speed, twice for stage 2 - medium speed and three times for stage 3 - high speed; If you push the switch button for 2 seconds, the power will be turned off",209700,31,4,4
"Balzano High Speed Nutri Blender/Mixer/Smoothie Maker - 500 Watt - Silver, 2 Jar",balzano-high-speed-nutri-blendermixersmoothie-maker-500-watt-silver-2-jar,"Engineered & Designed in Italy and Made in India: Authentic and superior juicer mixer grinder developed with Indian expertise by Balzano, a leader in commercial and consumer mixing, grinding and blending. The Balzano Nutri Blender 500W is designed in Italy and made in India.|Superior mixing and grinding: Expertly designed system lets you effortlessly mix and grind the toughest ingredients in Indian cooking both wet and dry from turmeric and coconut to idli batter, smoothies and much more.|Commercial-grade components: Powerful 500 watt rated motor with overload protection for continuous operation, BPA free Tritan Jars with Tritan material Imported from USA|Single Knob Operation: Get the perfect control of your Balzano Nutri Blender 500W with just one single knob. Easy twist operation allows you to pulse and blend or grind.|Double safety interlock system: Jar and lid must be securely in place before blade or coupler will spin for a Convenient hands-free grinding|Stainless Steel Blades – Specially designed blending blade and grinding blade makes it easy to get the finest results is very less time.|Leak-proof BPA Free Tritan Jars: Will not leak, crack or dent thanks to robust double ball bearing cutter assemblies, premium stainless steel, and shatterproof tritan lids and locking tabs",779700,82,3,4
"Swiss Military VC03 Wireless Car Vacuum Cleaner | Wireless Vacuum Cleaner for Home, Car, Living Room | Wireless Vacuum Cleaner Dust Collection/Lighting Car Pet Hair Vacuum with Powerful Motor",swiss-military-vc03-wireless-car-vacuum-cleaner-wireless-vacuum-cleaner-for-home-car-living-room-wireless-vacuum-cleaner-dust-collectionlighting-car-pet-hair-vacuum-with-powerful-motor,"Small and portable, Dry wet amphibious and Strong suction|3 attachments can meet different needs, Can run for a long time and does not get heated|It can easily clean dust, debris, dog hair, cat hair and liquids|Equipped with a washable filter which has a longer life|Strong suction 120W high power motor with high efficiency dust vacuum",464100,72,1,3
"Zuvexa USB Rechargeable Electric Foam Maker - Handheld Milk Wand Mixer Frother for Hot Milk, Hand Blender Coffee, Egg Beater (Black)",zuvexa-usb-rechargeable-electric-foam-maker-handheld-milk-wand-mixer-frother-for-hot-milk-hand-blender-coffee-egg-beater-black,"The food taste stainless steel whisking head is removable and simple to clean. The frother wand has an easy and pleasant grip and is constructed of food-grade ABS. The internal strong, low-noise motor increases rotation speed without upsetting your family, giving you a peaceful morning.|There are 2 interchangeable, Multipurpose Whisks available. To create the ideal milk foam for your morning and afternoon coffee, Use the spring whisking head. Additionally, the balloon whisking head aids in beating eggs and light whipped cream.|The Built-in 1200mAh Rechargeable lithium battery powers the portable Milk frother, Eliminating the need for additional Batteries and saving you Money. Additionally, a simple Android USB cable that takes 6 hours to completely charge is included.|To Activate the Blue light on the coffee frother, Press the on/off Switch. As you keep Pressing the on/off button, The speed will alternate between low, Medium and High. To get the best frother effect, You may pick from a variety of speeds. Due to the strong motor of the frother, Please put it in a tall bottle or deeper container to prevent coffee or milk splashes.|Advanced mixing pulse technology, Which is less noisy and more robust is used in this milk foam maker. Stylishly designed in black to blend with any kitchen and appear sophisticated. To turn on or off, simply push the button. Foam may be made for coffee all types of Milks, Cream, Cappuccinos, Matcha lattes and hot chocolate with Ease.",149700,92,3,5
Usha IH2415 1500-Watt Immersion Heater (Silver),usha-ih2415-1500-watt-immersion-heater-silver,"Immersion Water heater; Wattage: 1500 Watts; ISI Certified ; Heating Substances: Beverages, Water ; Power Requirement: 230 - 250 V, 50 - 60 hz ; Thermostat: Yes. 15 minutes of uninterrupted heating and you are set for a warm bath|Power Socket : 3 Pin plug , Inner Heating Element: Copper; Outer Body Material: Bakelite|Product Dimensions: 30.5 Cms X 9 Cms X 9 Cms|Warranty: 2 years on product.Country of Origin: India|Included in the box: 1 immersion Water heater|Copper tube element with long lasting nickel plating for longer element life|Specially designed heating element for quick heating",153000,18,3,2
ACTIVA Instant 3 LTR 3 KVA SPECIAL Anti Rust Coated Tank Geyser with Full ABS Body with 5 Year Warranty Premium (White),activa-instant-3-ltr-3-kva-special-anti-rust-coated-tank-geyser-with-full-abs-body-with-5-year-warranty-premium-white,"Manufactured under the guidance of highly qualified engineers to ensure the life of product, Note: Self installation and product will be repaired in our service center.|High quality thermostat to prevent from over heating.|BIS approved ISI specification on element to ensure the long lasting life.|Extra heavy duty element for extra heating and durability, 1+5 year warranty on this geyser (1 year complete and 5 year warranty on tank)|Special anti rust coating on tank and geyser to save it from rust or corrosion. (for long lasting life)",569700,26,2,3
"Havells Instanio 1-Litre 3KW Instant Water Heater (Geyser), White Blue",havells-instanio-1-litre-3kw-instant-water-heater-geyser-white-blue,"Type: Instant ; Capacity: 1 Litre; Wattage: 3000 Watts; Pressure: 6.5 Bars ;4 Level Safety : Thermostat, Automatic Thermal Cut-Out, Pressure Release Valve and Heating Indicator|LED : Temperature Sensing Color changing LED Indicator for real-time hotness of the water|Outer Body: Rust and shock proof Plastic outer body for long life|Heating Element : Copper heating element offers superior heating performance with its excellent resistance to both oxidation and carbonization at high temperature setting and resists corrosion against extreme and hard water conditions|Inner Tank : Extra thick Stainless Steel Inner tank of superior 304 Level grade​|Warranty: 5 years on inner container, 2 years on Heating Element, 2 years comprehensive warranty|Product Dimensions: 20.5 cms x 29.4 cms x 18.5 cms",779700,49,3,5
"Lifelong 2-in1 Egg Boiler and Poacher 500-Watt (Transparent and Silver Grey), Boil 8 eggs, Poach 4 eggs, Easy to clean| 3 Boiling Modes, Stainless Steel Body and Heating Plate, Automatic Turn-Off",lifelong-2-in1-egg-boiler-and-poacher-500-watt-transparent-and-silver-grey-boil-8-eggs-poach-4-eggs-easy-to-clean-3-boiling-modes-stainless-steel-body-and-heating-plate-automatic-turn-off,It comes with stainless steel body and flat heating plate which helps in boiling up to 8 eggs at a time within minutes.|3 variety of eggs soft/middle/hard|Boils 8 eggs at one time|4 Food Grade PP material Poach egg cups/tray || Automatic off feature|Egg ready indicator and water dry cut off|Steaming rack for easy cleaning|3 water levels,359700,11,2,3
"INDIAS®™ Electro-Instant Water Geyser A.B.S. Body Shock Proof Can be Used in Bathroom, Kitchen, wash Area, Hotels, Hospital etc.",indias-electro-instant-water-geyser-abs-body-shock-proof-can-be-used-in-bathroom-kitchen-wash-area-hotels-hospital-etc,"Just put it in the water tap and enjoy continuous flow of hot water. Get running hot water within 4 seconds of operation with it's 3 KV ISI marked heating element. Fills 20 Ltr of bucket within 5-10 minutes|This is portable, eazy to install, fit and compact. Can be used in bathroom, kitchen, wash area, hotels, hospital do-it-yourself instruction booklet it can be installed without addition plumbing and fitting|Specifications · Body - Poly polypropylene(Shock proof) · Heating element - Tubler type(3 KVs), ISI marked · Thermostat - Copper, ISI marked · Cable - White, 1 Meter, ISI marked · Pin-top - 16Amp, ISI marked · PVC pipe and nipple|Can be used in bathroom, kitchen, wash area, hotels, hospital",299700,32,1,1
AmazonBasics Induction Cooktop 1600 Watt (Black),amazonbasics-induction-cooktop-1600-watt-black,"Easy to Use 1600 Watt Induction Cooktop with Micro Crystal Glass Induction surface;|Not suitable for cookware with curved, uneven or rounded bottoms or made from ceramics, glass copper bronze and aluminium. Only use flat bottomed cookware made of iron or steel with diameter between 14.5 to 16 cm and bottom thickness over 1.5mm|8 Stage power setting with push button control and LED display|Tested in an international lab with international quality standards for safety and performance reliability; ; Packaging tested by Amazon's international packaging ISTA-6A standards to ensure product reaches you safely|Comes loaded with 6 preset Indian options and timer for up to 3 hours|Comes with BIS certified plug and cable for extra reliability|Comes with enhanced safety features like ""Auto Standby"" in case no pan is kept, residual heat indicator and fan for auto cooling (fan continues working to cool down residual heat even after operation is stopped)",599700,14,2,3
"Sui Generis Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Milk Frother, Electric Coffee Beater, Egg Beater, Latte Maker, Mini Hand Blender Cappuccino Maker (Multicolor)",sui-generis-electric-handheld-milk-wand-mixer-frother-for-latte-coffee-hot-milk-milk-frother-electric-coffee-beater-egg-beater-latte-maker-mini-hand-blender-cappuccino-maker-multicolor,"Multifunctional :- This portable espresso maker can be used to make a variety of drinks like latte, cappuccino, hot chocolate, Matchaetc.Not only that but it also can be used for making protein shakes,cocktails and beating eggs.|Quick and easy:- It is absolutely easy to operate this chargeable coffee beater electric makes your drink creamy and foamy in just a matter of a few seconds. The quality of your lather may depend on the kind of milk you’ve chosen. A low-fat milk wouldn’t create much of lather than a full fat milk would create. Therefore, to get the best results you are highly recommended for the usage of full fat milk.|Safe and healthy: The material used to manufacture the “blending head” and whisk of the machine is made out of good quality Food grade stainless steel which promises safe blending and longer durability.Built with a simple yet stylish body design makes the cleaning job a little more easier and faster for you. The method is simple. Once done with the blending this butter milk mixer can be washed away easily with warm water and left away to dry.|Handy and portable:- Builtwith good quality ABS plastic material, the handle gives you a good grip. This beater is handheld and portable from one place to another.|Long durability:- Present with the automatic shut down feature when over heated, this beater promises a longer durability.",63000,57,3,4
"Philips Air Purifier Ac2887/20,Vitashield Intelligent Purification,Long Hepa Filter Life Upto 17000 Hours,Removes 99.9% Airborne Viruses & Bacteria,99.97% Airborne Pollutants,Ideal For Master Bedroom",philips-air-purifier-ac288720vitashield-intelligent-purificationlong-hepa-filter-life-upto-17000-hoursremoves-999-airborne-viruses-bacteria9997-airborne-pollutantsideal-for-master-bedroom,"Philips is the No.1 Brand in Air Purifiers in India (Source: Euromonitor International Limited; Consumer Appliances 2020ED)|VITASHIELD INTELLIGENT PURIFICATION: Automatically senses air quality and removes 99.97% airborne pollutants as small as 0.003 microns, 800 times smaller than PM 2.5|FAST PURIFICATON: Purifies a standard room in just 10 minutes with a CADR of 333 m3/hour (Standard room size is 18 ft by 12 ft with an 8 ft ceiling height)|IDEAL FOR MASTER BEDROOM: Air Purifier is recommended for an area 269-409 sq ft|WARRANTY: Comes with 2 years worldwide warranty & free home service*.|AIRMID CERTIFICATION: Removes 99.9% bacteria and viruses, tested to remove airborne H1N1 virus|ECARF CERTIFICATION: Removes 99.99% pollen and house dust mites, Allergy friendly quality tested by ECARF",4349700,67,2,5
"Esquire Laundry Basket Brown, 50 Ltr Capacity(Plastic)",esquire-laundry-basket-brown-50-ltr-capacityplastic,Crafted with care|It is designed keeping your choice and requirement in mind|Hassle-free usage,285000,40,2,5
"PHILIPS Air Fryer HD9200/90, uses up to 90% less fat, 1400W, 4.1 Liter, with Rapid Air Technology (Black), Large",philips-air-fryer-hd920090-uses-up-to-90-less-fat-1400w-41-liter-with-rapid-air-technology-black-large,"Philips Airfryer HD9200/90 (Large, 4.1 L) lets you cook great tasting food with up to 90% less fat*|Patented Rapid Air technology with unique starfish design pan ensures evenly fried results without flipping the food.|Fry. Bake. Grill. Roast. And even reheat!|60 minutes timer with auto off. Wide temperature control from 80°C to 200 °C.|Extra-long 1.8 m cord length for easy placement in your kitchen.|Dishwasher-safe and Easy-to-Clean.|Not just fries, now make aloo tikkis, roast chicken, grilled vegetables, chocolate cakes, muffins and many more dishes.",2159700,10,5,5
Havells Bero Quartz Heater Black 800w 2 Heat Settings 2 Year Product Warranty,havells-bero-quartz-heater-black-800w-2-heat-settings-2-year-product-warranty,Two quartz heating tubes|Carry Handle For Easy Portability|front grill for safety|power settings-400w/800w|safety tip over switch|rust free stainless steel reflector,731700,43,2,1
"Philips EasyTouch Plus Standing Garment Steamer GC523/60 - 1600 Watt, 5 Steam Settings, Up to 32 g/min steam, with Double Pole",philips-easytouch-plus-standing-garment-steamer-gc52360-1600-watt-5-steam-settings-up-to-32-gmin-steam-with-double-pole,"Philips EasyTouch Plus 523/60 Standing Garment Steamer for easy crease removal from your special-occasion and difficult-to-iron garments|Helps to kill bacteria, easily de-wrinkles even intricately designed ethnic or formal-wear through its powerful 1600W wattage and continuous steam delivery of up to 32g/min|Ideal for use on many fabrics like heavily embroidered garments, versatile designer wear, occasion-wear, heavily layered or pleated attires, and also men’s jackets or kurtas|Steam settings help in crease removal from even thicker garments|Protect your cherished outfits as it guarantees no-burns due to its steam mechanism, quick and ready for use in <1 min|Comfortably hang garments like gowns, lehengas and kurta with its adjustable doubles poles that allow better stability and various height settings, GC523 comes with support mat for extra crisp results|Care for your clothes season after season, with easy de-calc feature of the large 1600ml, transparent water tank which prolongs the steamer’s lifetime",2339700,96,1,5
"Brayden Chopro, Electric Vegetable Chopper for Kitchen with 500 ML Capacity, 400 Watts Copper Motor and 4 Bi-Level SS Blades (Black)",brayden-chopro-electric-vegetable-chopper-for-kitchen-with-500-ml-capacity-400-watts-copper-motor-and-4-bi-level-ss-blades-black,"FLAWLESS PROCESS: Chops meat, carrot, ginger, tomato, onion, Bell pepper, garlic, chilies, herbs, coconut slices, fruits, nuts, bread and Ice cubes. Also make puree, juices, mashes, smoothies, salads, and more with Chopro.|TOUCH TO TREND: Enjoy slicing! With Brayden Chopro; No need of searching lever or button, easy Top Press completes chopping drastically. Gives different textures for your cooking, serves to dine.|ULTIMATE POWER: Feels smooth functioning with Pepped up 400W motor, runs faster, and pulverizes the ingredients within a second. Encircled with safety copper, doesn’t generate much heat.|DUAL BLADE TECHNOLOGY: Bi-level AERO4 blades have sharp edges that cleave down chunky pieces like a nice one. Makes your work simple and spends lesser time in your kitchen area.|ENLARGE CAPACITY: Brayden’s 500ML high standard BPA-free chopping bowl holds chunky pieces, transparent appearance peeks us a clear vision of chopping veggies/fruits; perfect for a whole family.|RATED WATTAGE : Brayden Chopro has a rated wattage of 200W-400W, the peak performance comes into action depending on the load capacity. Lower the content, higher the wattage and higher the content, lower the wattage.",479700,14,3,1
"Wonderchef Nutri-blend Mixer, Grinder & Blender | Powerful 400W 22000 RPM motor | Stainless steel Blades | 3 unbreakable jars | 2 Years warranty | Online recipe book by Chef Sanjeev Kapoor | Black",wonderchef-nutri-blend-mixer-grinder-blender-powerful-400w-22000-rpm-motor-stainless-steel-blades-3-unbreakable-jars-2-years-warranty-online-recipe-book-by-chef-sanjeev-kapoor-black,"Performance with Style:India's favourite Mixer-Grinder-Blender, Nutri - blend, is the perfect combination of superior performance and superb styling that adds beauty to your kitchen|Powerful Motor:The compact yet powerful machine grinds the toughest of chutneys and masalas, and ensures nutrition extraction from all fruits and veggies thanks to its incredibly high speed of 22,000 RPM, which is almost twice that of normal mixer-grinders|Hands-Free operation:Best thing is you don’t need to keep your hand on the lid during operation, for the fear of it flying off. This is because Nutri - blend has the unique inverted design that has the lid screwed safely at the bottom with zero chance of the food spattering out|Trademark Design:The attractive trademark flower design stands apart and is a symbol of health and quality. It’s a reflection of your refined taste in the kitchen|2 YEARS WARRANTY & AFTER SALES SERVICE: Reliable Wonderchef warranty with the best after sales service in over 12,000 pin codes across India.",869700,25,2,3
Usha Janome Dream Stitch Automatic Zig-Zag Electric Sewing Machine with 14 Stitch Function (White and Blue) with Free Sewing KIT Worth RS 500,usha-janome-dream-stitch-automatic-zig-zag-electric-sewing-machine-with-14-stitch-function-white-and-blue-with-free-sewing-kit-worth-rs-500,"Free Sewing Kit Worth ₹500/- (contains 18 N Thread Spools, 12 N Buttons, 1 N Scissor, 5 N Needles and 1 N Measuring Tape)|Automatic zig-zag sewing machine with compact free arm. Pressure Adjustor : No|Thread Tension Control: Manual ; Stitch Pattern Selector: Dial Type|7 built-in stitches & 14 Stitch function including 4-step button holing; Seven applications including lace fixing, quilting, smocking and rolled hemming|Auto tripping bobbin system; drop feed for embroidery; manual needle threading; sewing light|Sewing speed: 550SPM (Stitches Per Minute); Stitch length control; Triple strength stitch|Warranty: 2 years manufacturers warranty",2939700,48,4,2
Black+Decker Handheld Portable Garment Steamer 1500 Watts with Anti Calc (Violet),blackdecker-handheld-portable-garment-steamer-1500-watts-with-anti-calc-violet,On/Off and adjustable steam setting options for different fabrics|Lockable steam button for ease of use|21gm/min continuous steam output|Anti Calc for longer Product life|Large 260ml detachable water tank for longer use|Universal Bottle Adapter for ease of portability and travel|Warranty: 2 years warranty by the manufacturer,989700,84,2,5
"Personal Size Blender, Portable Blender, Battery Powered USB Blender, with Four Blades, Mini Blender Travel Bottle for Juice, Shakes, and Smoothies (Pink)",personal-size-blender-portable-blender-battery-powered-usb-blender-with-four-blades-mini-blender-travel-bottle-for-juice-shakes-and-smoothies-pink,"✔【Easy to carry around】- This handheld blender is equipped with a travel cover for easy carrying. You can drink nutritious juices, milkshakes or smoothies wherever you want, such as home, office, gym, travel or any other outdoor activities. In addition, it can be taken on the plane.|✔【Portable design】: The unique design can separate the base and the cup body. The USB juicer cup is equipped with 1400mAh rechargeable high-quality batteries that can be recharged in a variety of ways, like charging by power bank, AC Adapter, and charging time is 3-5 hours; fully charged can produce 15-20 cups of juice.|✔【food grade material】- The portable blender is made by high-quality ABS and silicone, food-grade material. It has unique safety design including Silicone bottom, non-slip and shock absorption.This portable juicer is also a suitable gift for juice and travel enthusiasts.|✔【4 Blade design】- The portable blender for milkshakes and smoothies has a powerful motor base and 4 food-grade stainless steel 3D blades.The SUS304 Stainless Stell of cutter head made with food-grade electrolysis technology is durable and has excellent mixing ability, allowing the pulp to be quickl|✔【One button blending/cleaning】: simple button touch. 350ml capacity when cleaning, just put an appropriate amount of water in the cup and press the button to automatically clean. This can save you a lot of trouble.",200700,43,4,5
Sujata Powermatic Plus 900 Watts Juicer Mixer Grinder,sujata-powermatic-plus-900-watts-juicer-mixer-grinder,"Centrifugal Juicer|1 Year Warranty|Most powerful 900 watts motor with double ball bearings for efficiency, low maintenance and trouble free running for years|Juicer with unique honeycomb filter mesh for finer juice with higher yield|22000 rpm operation- retains original flavor and aroma of juices and food|90 mins. continuous running- suitable for longer usage|Transparent and unbreakable mixer jar",1767000,53,4,1
"Sure From Aquaguard Delight NXT RO+UV+UF+Taste Adjuster(MTDS),6L water purifier,8 stages purification,Suitable for borewell,tanker,municipal water(Black) from Eureka Forbes",sure-from-aquaguard-delight-nxt-rouvuftaste-adjustermtds6l-water-purifier8-stages-purificationsuitable-for-borewelltankermunicipal-waterblack-from-eureka-forbes,"8 Stages of purification with large water storage capacity of 6 litres|UV e-boiling: Ensures that each drop of water is as pure & healthy as water boiled for 20+ minutes|Ultra-filtration: Imparts crystal clear clarity to drinking water in addition to making it safe from viral & bacterial contamination|Taste Adjuster: Enables to adjust the taste of water depending on water source|Suitable for all water sources: This water purifier is suitable for all water sources such as municipal, borewell and tanker water.|Flexible installation: The purifier can be easily wall mounted or kept on the counter top|Convenient Features: a) High Storage Capacity b) LED indication alerts when tank is full, when service is due & when cartridges need replacement c) Purified stored water can be dispensed even without electricity",2759700,67,5,5
"PrettyKrafts Laundry Basket for clothes with Lid & Handles, Toys Organiser, 75 Ltr Grey",prettykrafts-laundry-basket-for-clothes-with-lid-handles-toys-organiser-75-ltr-grey,"MADE IN INDIA | Laundry baskets Combo of Lid & without Lid, which is a lightweight, water resistant & sturdy.|Durable and foldable laundry bags for organizing stuff in laundry room|Simple and elegant organizer to complement various interiors, Ideal for storing dirty laundry before cleaning, Clean using damp cloth; do not wash or dry|Sturdy structure stays upright even when empty, Foldable, lightweight and easy-to-store design|Dimension: Length(15)inch x Width(14)inch x Height(21.5)inch",105300,11,1,5
Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),dr-trust-electronic-kitchen-digital-scale-weighing-machine-blue,"Tare function: It comes with tare function which allows you to measure the weight of all ingredients separately after adding one after another without having to remove the previous ingredients. It also allows user to cancel out the weight of the container in which the ingredients are measured ; NOTE: Place your weighing machine on flat surface to get an accurate results|Measure weight up to 5 kg: equipped with high precision measurement sensors (accu gauge), the device meets your precise weighing requirements every single time. its weighing capacity is 1g to 5kg with unit shuffling feature between g/lb: oz and ml/fl: oz|Comes with a bpa free bowl: it comes with a bpa free detachable and lightweight bowl which complements well with the machine. you can flip the bowl over on top of the scale to save space during storage. Product Weight: 406 gm|Measurement units can be converted: it can display weight in a lot of units of measurement. you can easily convert units between pounds (lb), ounces (oz) and grams (g). also it has two volume unit systems ml and fl’oz|Low battery indicator: dr trust electronic kitchen weighing scale comes with low battery indicators that allow the user to replace the battery before it shuts down|Auto off function: auto off function feature turns off the scale automatically when it is left idle for few minutes which helps to prevent the wastage of batteries|Easy to use and store: it is convenient to use and store. it is compact and can be easily placed on the kitchen counter. also it is easy to move from one place to another",269700,58,5,3
"Tesora - Inspired by you Large Premium Electric Kettle 1.8L, Stainless Steel Inner Body - Auto Power Cut, Boil Dry Protection & Cool Touch Double Wall, Portable | 1500 Watts |1 Year Warranty | (White)",tesora-inspired-by-you-large-premium-electric-kettle-18l-stainless-steel-inner-body-auto-power-cut-boil-dry-protection-cool-touch-double-wall-portable-1500-watts-1-year-warranty-white,"✅ABOUT : This top performance kettle is part of the Fine Collection, featuring a premium textured finish, stainless steel inside & cool touch outer body for an attractive addition to your kitchen|✅SAVE TIME AND ENERGY: Made with double-wall construction . Stainless Steel Inside keeps your Stuff warm much longer and Cool to touch when heating. Enjoy quick boiling times so you can enjoy your coffee, tea, or boil eggs in no time.|✅CORDLESS SERVING - Pick up, pour, put back! You can set the Cordless kettle down on the 360° swivel base at any angle.|✅LARGE CAPACITY: It is perfect for frequent use with a capacity of 1.8 litre . Infact ! The wide mouth makes it easy to fill, pour, and clean and is designed to avoid spillage.|✅CONCEALED HEATING ELEMENT: Tesora’s Electric Kettle heating element is concealed , not exposed like many other kettles. So absolutely safe for Adults and children|✅OVERHEAT PROTECTION: For peace of mind while multi-tasking in the kitchen, the kettle automatically shuts off when water reaches a rolling boil or when there’s no water in the kettle.|✅1 YEAR WARRANTY AND PAN INDIA SERVICE: on all manufacturing defects And Pan India customer service as per the mentioned manufacturer details",404700,91,2,2
"AGARO Ace 1600 Watts, 21.5 kPa Suction Power, 21 litres Wet & Dry Stainless Steel Vacuum Cleaner with Blower Function and Washable Dust Bag",agaro-ace-1600-watts-215-kpa-suction-power-21-litres-wet-dry-stainless-steel-vacuum-cleaner-with-blower-function-and-washable-dust-bag,"Suitable for Wet & Dry dual cleaning operations;Capacity: 21 Litres.|Powerful 1600W motor, Strong 21.5 kPa suction power;Equipped with blower function.|360 degree four Swivel Wheels for easily cleaning in any direction;Accessories: Main unit, hose pipe, telescopic metal tube, floor brush, crevice nozzle, multipurpose brush, absorbing brush..|5 Meters long power cord;1 Year manufacturer's warranty.|Material Type: Plastic; Color Name: Black; Power Source Type: Corded Electric",1870800,79,2,5
"INALSA Hand Blender 1000 Watt with Chopper, Whisker, 600 ml Multipurpose Jar|Variable Speed And Turbo Speed Function |100% Copper Motor |Low Noise |ANTI-SPLASH TECHNOLOGY|2 Year Warranty",inalsa-hand-blender-1000-watt-with-chopper-whisker-600-ml-multipurpose-jarvariable-speed-and-turbo-speed-function-100-copper-motor-low-noise-anti-splash-technology2-year-warranty,"HANDHELD BLENDING POWER-> With power of 1000W, Input Supply: 220 - 230V, AC, this appliance performs all of your cooking tasks proficiently. It ensures powerful processing every time. Save meal prep-time with Robot Inox 1000 Hand Blender. DC Motor|FOR INSTANT MOUTH-WATERING DISHES-> Want solutions to simplify hectic life!! Reduce kitchen prep time & make healthy, delicious food & drinks with our durable & versatile blender Robot Inox 1000. Inalsa provides you with the right kitchen appliance.|YOUR PERFECT KITCHEN ASSISTANT-> This multi-functional appliance comes with a Powerful Chopper, Detachable Stainless-Steel Blending Wand, Multi-Purpose 600ml Jar & Whisker. Chop, Blend, Puree, Whisk, Mix with whatever ingredients you have!!|GET THE TEXTURE YOU WANT-> Dual-Speed Setting allows you to control your hand blender just the way you like it. Variable Speed helps you get the right texture you want of your ingredients.|SOPHISTICATED DESIGN & EXCEPTIONAL QUALITY-> Robot Inox 1000 has an anti-slip design & comfortable grip. This blender is the right choice with Stainless-Steel finish, power indicator light which exhibit its working situation for your convenience.|ANTI-SPLASH TECHNOLOGY-> The stem is made from quality food-graded stainless steel. With blade-shield design, this hand blender ensures splash-free blending.|LOCK & PRESS OPERATION-> On the press of a button, attach chopper, blending wand & whisker according to your cooking requirements. Quickly blend endless ingredients with Robot Inox 1000.",822600,75,1,3
"akiara - Makes life easy Electric Handy Sewing/Stitch Handheld Cordless Portable White Sewing Machine for Home Tailoring, Hand Machine | Mini Silai | White Hand Machine with Adapter",akiara-makes-life-easy-electric-handy-sewingstitch-handheld-cordless-portable-white-sewing-machine-for-home-tailoring-hand-machine-mini-silai-white-hand-machine-with-adapter,"Mini hand Sewing Machine Stapler style is quick and easy to use. This mini stapler style sewing machine helps you hem your clothes with ease and is ideal for small, emergency repairs.|This electric hand held single stitch sewing machine makes it so much faster and easier than using a needle, saving you time and money.|60 Sewing Speed : DIY Sewing: The crafting machine is easy to use and carry, beginner or master can make some DIY handkerchief, Cloth toys, patchwork, simple embroidery or arts crafts with terry, master can operate it to handkerchief, Cloth toys, patchwork. Good handheld sewing machine for home use.Power Requires in this Hand Stitching Machine: DC 6v power Adaptor (Included) or 4 AA batteries (Not included). Power Adapter saves cost of 4 Batteries.|Compact and lightweight, Durable and long-lasting use. Stapler Style Machine for stitching saree blouse.|Item Dimension: 22 X 14.5 X 5.5cm, Sewing Machine Stapler is One Hand Operation.",216300,33,2,3
